Date,Open,High,Low,Close,Adj Close,Volume
2011-09-08,31.290001,31.290001,31.290001,31.290001,24.654026,0
2011-09-09,30.250000,30.250000,30.250000,30.250000,23.834583,0
2011-09-12,29.790001,29.790001,29.790001,29.790001,23.472141,0
2011-09-13,30.120001,30.120001,30.120001,30.120001,23.732155,0
2011-09-14,30.469999,30.469999,30.469999,30.469999,24.007927,0
2011-09-15,31.139999,31.139999,31.139999,31.139999,24.535833,0
2011-09-16,31.230000,31.230000,31.230000,31.230000,24.606750,0
2011-09-19,30.440001,30.440001,30.440001,30.440001,23.984289,0
2011-09-20,30.610001,30.610001,30.610001,30.610001,24.118237,0
2011-09-21,29.830000,29.830000,29.830000,29.830000,23.503660,0
2011-09-22,28.750000,28.750000,28.750000,28.750000,22.652706,0
2011-09-23,28.980000,28.980000,28.980000,28.980000,22.833925,0
2011-09-26,29.450001,29.450001,29.450001,29.450001,23.204248,0
2011-09-27,30.430000,30.430000,30.430000,30.430000,23.976414,0
2011-09-28,29.930000,29.930000,29.930000,29.930000,23.582451,0
2011-09-29,30.420000,30.420000,30.420000,30.420000,23.968533,0
2011-09-30,29.670000,29.670000,29.670000,29.670000,23.377590,0
2011-10-03,28.719999,28.719999,28.719999,28.719999,22.629068,0
2011-10-04,28.969999,28.969999,28.969999,28.969999,22.826046,0
2011-10-05,29.459999,29.459999,29.459999,29.459999,23.212128,0
2011-10-06,30.250000,30.250000,30.250000,30.250000,23.834583,0
2011-10-07,30.270000,30.270000,30.270000,30.270000,23.850344,0
2011-10-10,31.330000,31.330000,31.330000,31.330000,24.685539,0
2011-10-11,31.260000,31.260000,31.260000,31.260000,24.630383,0
2011-10-12,31.820000,31.820000,31.820000,31.820000,25.071621,0
2011-10-13,31.770000,31.770000,31.770000,31.770000,25.032225,0
2011-10-14,32.080002,32.080002,32.080002,32.080002,25.276478,0
2011-10-17,31.530001,31.530001,31.530001,31.530001,24.843122,0
2011-10-18,31.770000,31.770000,31.770000,31.770000,25.032225,0
2011-10-19,31.430000,31.430000,31.430000,31.430000,24.764330,0
2011-10-20,31.250000,31.250000,31.250000,31.250000,24.622505,0
2011-10-21,32.029999,32.029999,32.029999,32.029999,25.237082,0
2011-10-24,32.549999,32.549999,32.549999,32.549999,25.646797,0
2011-10-25,32.180000,32.180000,32.180000,32.180000,25.355274,0
2011-10-26,32.439999,32.439999,32.439999,32.439999,25.560127,0
2011-10-27,34.200001,34.200001,34.200001,34.200001,26.946871,0
2011-10-28,33.959999,33.959999,33.959999,33.959999,26.757771,0
2011-10-31,32.400002,32.400002,32.400002,32.400002,25.528616,0
2011-11-01,31.260000,31.260000,31.260000,31.260000,24.630383,0
2011-11-02,31.559999,31.559999,31.559999,31.559999,24.866762,0
2011-11-03,32.240002,32.240002,32.240002,32.240002,25.402544,0
2011-11-04,31.950001,31.950001,31.950001,31.950001,25.174049,0
2011-11-07,32.029999,32.029999,32.029999,32.029999,25.237082,0
2011-11-08,32.360001,32.360001,32.360001,32.360001,25.497099,0
2011-11-09,30.959999,30.959999,30.959999,30.959999,24.394011,0
2011-11-10,31.110001,31.110001,31.110001,31.110001,24.512197,0
2011-11-11,31.950001,31.950001,31.950001,31.950001,25.174049,0
2011-11-14,31.500000,31.500000,31.500000,31.500000,24.819485,0
2011-11-15,31.260000,31.260000,31.260000,31.260000,24.630383,0
2011-11-16,30.820000,30.820000,30.820000,30.820000,24.283699,0
2011-11-17,30.490000,30.490000,30.490000,30.490000,24.023684,0
2011-11-18,30.520000,30.520000,30.520000,30.520000,24.047325,0
2011-11-21,29.700001,29.700001,29.700001,29.700001,23.401230,0
2011-11-22,29.620001,29.620001,29.620001,29.620001,23.338196,0
2011-11-23,28.870001,28.870001,28.870001,28.870001,22.747253,0
2011-11-25,28.740000,28.740000,28.740000,28.740000,22.644823,0
2011-11-28,29.870001,29.870001,29.870001,29.870001,23.535177,0
2011-11-29,30.110001,30.110001,30.110001,30.110001,23.724277,0
2011-11-30,31.459999,31.459999,31.459999,31.459999,24.787966,0
2011-12-01,31.260000,31.260000,31.260000,31.260000,24.630383,0
2011-12-02,31.389999,31.389999,31.389999,31.389999,24.732813,0
2011-12-05,31.660000,31.660000,31.660000,31.660000,24.945547,0
2011-12-06,31.469999,31.469999,31.469999,31.469999,24.795847,0
