Symbol,Date,Close,High,Low,Open,Volume
TLT,2005-11-30,90.0,90.3,89.82,90.3,1645400
TLT,2005-12-01,90.0,90.3,89.82,90.3,0
TLT,2005-12-02,89.5,89.55,89.15,89.27,746200
TLT,2005-12-05,89.1,89.35,88.85,89.35,431100
TLT,2005-12-06,90.01,90.12,89.32,89.41,968800
TLT,2005-12-07,89.67,89.91,89.52,89.8,386600
TLT,2005-12-08,90.25,90.36,89.8,89.98,976200
TLT,2005-12-09,89.54,90.01,89.47,89.98,817400
TLT,2005-12-12,89.37,89.75,89.14,89.75,440500
TLT,2005-12-13,89.7,89.82,89.38,89.72,598900
TLT,2005-12-14,90.62,90.82,90.14,90.2,634900
TLT,2005-12-15,90.4,90.44,89.99,90.44,724300
TLT,2005-12-16,90.7,90.9299,90.56,90.83,684500
TLT,2005-12-19,90.79,91.1,90.56,90.6,469800
TLT,2005-12-20,90.68,90.8,90.4,90.58,236000
TLT,2005-12-21,90.52,90.58,90.29,90.53,193100
TLT,2005-12-22,91.24,91.31,90.91,90.92,692700
TLT,2005-12-23,91.8,92.0401,91.1,91.19,2295800
TLT,2005-12-26,91.8,92.0401,91.1,91.19,0
TLT,2005-12-27,92.55,92.59,91.8,91.97,519499
TLT,2005-12-28,92.55,92.59,91.8,91.97,0
TLT,2005-12-29,92.11,92.13,91.69,92.03,740600
TLT,2005-12-30,91.9,92.59,91.7,92.54,1099500
TLT,2006-01-02,91.9,92.59,91.7,92.54,0
TLT,2006-01-03,91.78,92.25,91.48,91.59,1393800
TLT,2006-01-04,92.0,92.07,91.42,91.54,387600
TLT,2006-01-05,91.89,92.14,91.7,91.88,453400
TLT,2006-01-06,91.72,91.9,91.49,91.77,1193700
TLT,2006-01-09,91.78,91.78,91.54,91.7,413600
TLT,2006-01-10,91.04,91.68,91.03,91.63,698900
TLT,2006-01-11,90.89,91.29,90.75,91.25,394600
TLT,2006-01-12,91.5,91.52,91.0,91.13,626600
TLT,2006-01-13,92.03,92.3,91.58,91.59,491000
TLT,2006-01-16,92.03,92.3,91.58,91.59,0
TLT,2006-01-17,92.44,92.5,91.93,92.0,454300
TLT,2006-01-18,92.57,92.7685,92.12,92.76,622900
TLT,2006-01-19,92.14,92.44,91.96,92.07,490600
TLT,2006-01-20,92.38,92.48,92.05,92.32,842700
TLT,2006-01-23,92.35,92.5,91.73,91.8,720400
TLT,2006-01-24,91.9,92.19,91.76,92.0,300500
TLT,2006-01-25,90.9,91.57,90.79,91.51,1204500
TLT,2006-01-26,90.51,90.6,90.05,90.55,764100
TLT,2006-01-27,90.51,90.8,90.16,90.8,1091400
TLT,2006-01-30,90.42,90.5,90.24,90.3,308500
TLT,2006-01-31,90.67,90.73,90.2,90.35,676100
TLT,2006-02-01,90.67,90.73,90.2,90.35,0
TLT,2006-02-02,90.21,90.41,89.86,90.04,658500
TLT,2006-02-03,90.85,91.0,89.82,90.0,1524600
TLT,2006-02-06,91.03,91.2099,90.89,90.98,755100
TLT,2006-02-07,90.6,91.12,90.5,91.12,280500
TLT,2006-02-08,90.39,90.88,90.29,90.88,261700
TLT,2006-02-09,90.8,90.9,90.06,90.14,1119200
TLT,2006-02-10,90.3,91.38,90.24,91.2,938000
TLT,2006-02-13,90.31,90.36,90.16,90.24,218700
TLT,2006-02-14,89.99,90.2,89.72,89.9,836100
TLT,2006-02-15,90.21,90.47,89.88,90.14,720300
TLT,2006-02-16,90.23,90.3,90.0,90.2,427800
TLT,2006-02-17,90.95,91.07,90.8,90.8,731400
TLT,2006-02-20,90.95,91.07,90.8,90.8,0
TLT,2006-02-21,90.8,91.0,90.78,90.9,433300
TLT,2006-02-22,91.42,91.45,91.09,91.12,559000
TLT,2006-02-23,91.19,91.31,90.93,91.31,288300
TLT,2006-02-24,91.05,91.44,90.95,91.44,485700
TLT,2006-02-27,90.9,91.35,90.73,91.35,446200
TLT,2006-02-28,91.35,91.44,90.92,91.0,744200
TLT,2006-03-01,91.35,91.44,90.92,91.0,0
TLT,2006-03-02,89.85,90.1,89.4,90.06,1640000
TLT,2006-03-03,89.33,89.55,89.23,89.48,1253300
TLT,2006-03-06,88.55,88.99,88.5,88.98,872700
TLT,2006-03-07,88.61,88.75,88.31,88.4,1692900
TLT,2006-03-08,88.58,88.88,88.45,88.57,1184700
TLT,2006-03-09,88.61,88.67,88.27,88.56,282100
TLT,2006-03-10,88.28,88.47,88.01,88.32,1086900
TLT,2006-03-13,88.21,88.27,88.01,88.14,1740100
TLT,2006-03-14,88.8,88.99,88.45,88.45,904400
TLT,2006-03-15,88.32,88.54,88.15,88.44,971000
TLT,2006-03-16,89.12,89.33,88.43,88.51,1048000
TLT,2006-03-17,88.85,89.0,88.75,88.85,703500
TLT,2006-03-20,88.99,89.24,88.98,89.23,576000
TLT,2006-03-21,88.53,89.15,88.36,89.15,817200
TLT,2006-03-22,88.72,88.98,88.63,88.75,205500
TLT,2006-03-23,88.44,88.87,88.34,88.82,613400
TLT,2006-03-24,89.09,89.29,88.5,88.53,954800
TLT,2006-03-27,88.76,89.05,88.6,89.05,467100
TLT,2006-03-28,87.93,88.43,87.84,88.4,1094900
TLT,2006-03-29,87.51,88.02,87.37,87.83,1071700
TLT,2006-03-30,86.9,87.29,86.59,87.14,1152000
TLT,2006-03-31,86.87,87.14,86.8,86.98,1167700
TLT,2006-04-03,86.87,87.14,86.8,86.98,0
TLT,2006-04-04,86.48,86.9,86.36,86.7,749100
TLT,2006-04-05,86.6,86.78,86.5,86.7,638600
TLT,2006-04-06,85.94,86.29,85.76,86.29,2022100
TLT,2006-04-07,85.1,85.63,84.9,85.43,1956500
TLT,2006-04-10,85.26,85.3,84.96,85.15,1527100
TLT,2006-04-11,85.56,85.7,85.33,85.58,1237300
TLT,2006-04-12,85.04,85.73,85.0,85.6,1902000
TLT,2006-04-13,84.44,84.64,84.27,84.5,3219500
TLT,2006-04-14,84.44,84.64,84.27,84.5,0
TLT,2006-04-17,84.75,84.97,84.35,84.54,1465400
TLT,2006-04-18,84.9,85.27,84.74,84.95,2680300
TLT,2006-04-19,84.38,84.59,84.06,84.45,1830300
TLT,2006-04-20,84.31,84.51,84.12,84.42,1378200
TLT,2006-04-21,84.8,84.86,84.25,84.53,1303000
TLT,2006-04-24,85.14,85.39,84.85,84.94,991500
TLT,2006-04-25,84.13,85.1,84.06,85.04,2067400
TLT,2006-04-26,83.99,84.08,83.73,83.85,1544900
TLT,2006-04-27,84.1,84.3,83.65,83.78,1864200
TLT,2006-04-28,84.16,84.21,83.76,83.97,809400
TLT,2006-05-01,84.16,84.21,83.76,83.97,0
TLT,2006-05-02,83.42,83.54,83.26,83.33,1097900
TLT,2006-05-03,83.24,83.43,82.94,83.42,1114000
TLT,2006-05-04,83.1,83.4,83.1,83.38,977800
TLT,2006-05-05,83.6,84.08,83.49,84.0,1685900
TLT,2006-05-08,83.65,83.77,83.53,83.77,666400
TLT,2006-05-09,83.6,83.68,83.33,83.55,341300
TLT,2006-05-10,83.75,84.02,83.35,83.8,1320200
TLT,2006-05-11,83.34,83.46,83.09,83.46,1189800
TLT,2006-05-12,82.65,83.01,82.5626,82.81,1804700
TLT,2006-05-15,82.98,83.23,82.65,82.65,1433500
TLT,2006-05-16,83.6,83.64,83.08,83.08,1677600
TLT,2006-05-17,83.08,83.08,82.72,82.91,1440800
TLT,2006-05-18,84.21,84.23,83.53,83.55,2177700
TLT,2006-05-19,84.43,84.86,84.08,84.12,2619500
TLT,2006-05-22,84.61,85.15,84.48,84.85,2652000
TLT,2006-05-23,84.56,84.56,84.03,84.05,1394900
TLT,2006-05-24,84.6,85.0,84.53,84.8,1226300
TLT,2006-05-25,84.27,84.73,84.19,84.72,678000
TLT,2006-05-26,84.21,84.5,84.21,84.24,398400
TLT,2006-05-29,84.21,84.5,84.21,84.24,0
TLT,2006-05-30,84.17,84.3,84.01,84.19,482200
TLT,2006-05-31,83.67,84.43,83.58,84.34,880700
TLT,2006-06-01,83.67,84.43,83.58,84.34,0
TLT,2006-06-02,84.79,84.89,84.5,84.72,2041900
TLT,2006-06-05,84.68,84.82,84.51,84.81,1102900
TLT,2006-06-06,85.08,85.18,84.5852,84.66,2188000
TLT,2006-06-07,85.1,85.1,84.65,84.73,1324100
TLT,2006-06-08,85.27,85.78,85.11,85.24,3496700
TLT,2006-06-09,85.72,85.82,85.35,85.35,657200
TLT,2006-06-12,85.79,85.79,85.53,85.68,528700
TLT,2006-06-13,85.85,85.94,85.55,85.85,1448300
TLT,2006-06-14,84.99,85.56,84.91,85.5,1439100
TLT,2006-06-15,84.5,84.84,84.41,84.69,1734600
TLT,2006-06-16,84.31,84.76,84.18,84.7,1184600
TLT,2006-06-19,84.19,84.29,83.98,84.21,1233700
TLT,2006-06-20,84.05,84.19,83.88,84.13,611400
TLT,2006-06-21,84.07,84.25,84.07,84.25,475900
TLT,2006-06-22,83.59,83.9,83.56,83.84,745500
TLT,2006-06-23,83.42,83.73,83.35,83.62,675500
TLT,2006-06-26,83.26,83.47,83.12,83.42,526100
TLT,2006-06-27,83.67,83.74,83.38,83.38,429100
TLT,2006-06-28,83.23,83.63,83.19,83.63,381300
TLT,2006-06-29,83.51,83.82,83.36,83.58,1609300
TLT,2006-06-30,84.32,84.4,83.5,83.5,1219000
TLT,2006-07-03,84.32,84.4,83.5,83.5,0
TLT,2006-07-04,84.32,84.4,83.5,83.5,0
TLT,2006-07-05,83.24,83.42,82.95,83.4,1289200
TLT,2006-07-06,83.75,83.79,83.33,83.33,451400
TLT,2006-07-07,84.29,84.46,84.0799,84.2,1356900
TLT,2006-07-10,84.37,84.4,84.05,84.18,480400
TLT,2006-07-11,84.64,84.86,84.58,84.59,423800
TLT,2006-07-12,84.66,84.82,84.27,84.33,641000
TLT,2006-07-13,84.99,85.05,84.68,84.7,1347400
TLT,2006-07-14,85.04,85.16,84.82,84.82,1343900
TLT,2006-07-17,85.17,85.19,84.85,84.97,514100
TLT,2006-07-18,84.44,84.75,84.4,84.7,621000
TLT,2006-07-19,85.24,85.3,84.24,84.33,1267400
TLT,2006-07-20,85.49,85.63,84.97,84.97,1320200
TLT,2006-07-21,85.33,85.67,85.2,85.6,652100
TLT,2006-07-24,85.28,85.51,85.21,85.41,394000
TLT,2006-07-25,85.03,85.38,84.903,85.23,948200
TLT,2006-07-26,85.34,85.37,84.8701,84.91,717100
TLT,2006-07-27,85.21,85.4848,85.12,85.48,295500
TLT,2006-07-28,85.7,85.89,85.6,85.65,769800
TLT,2006-07-31,85.8,85.81,85.55,85.62,375100
TLT,2006-08-01,85.8,85.81,85.55,85.62,0
TLT,2006-08-02,85.78,85.78,85.2,85.37,477400
TLT,2006-08-03,85.8,86.04,85.52,85.63,500800
TLT,2006-08-04,86.32,86.48,86.29,86.4,1246000
TLT,2006-08-07,86.37,86.39,86.18,86.33,1127600
TLT,2006-08-08,86.18,86.57,86.09,86.38,844400
TLT,2006-08-09,85.9,86.02,85.71,85.74,372400
TLT,2006-08-10,85.77,85.85,85.45,85.85,539000
TLT,2006-08-11,85.4,85.53,85.36,85.47,450800
TLT,2006-08-14,85.25,85.37,85.19,85.35,662300
TLT,2006-08-15,85.97,86.09,85.78,85.78,1093800
TLT,2006-08-16,86.55,86.64,86.4601,86.57,838900
TLT,2006-08-17,86.52,86.77,86.42,86.77,922600
TLT,2006-08-18,86.77,86.91,86.65,86.72,1050700
TLT,2006-08-21,87.08,87.08,86.87,86.89,676400
TLT,2006-08-22,87.11,87.23,86.97,87.0,749300
TLT,2006-08-23,87.15,87.24,86.86,87.06,801700
TLT,2006-08-24,87.31,87.44,87.24,87.41,1206700
TLT,2006-08-25,87.44,87.59,87.2,87.24,569000
TLT,2006-08-28,87.52,87.52,87.24,87.41,582300
TLT,2006-08-29,87.64,87.64,86.98,87.25,1345500
TLT,2006-08-30,87.87,87.87,87.66,87.83,1180500
TLT,2006-08-31,88.08,88.2,87.74,87.74,1272400
TLT,2006-09-01,87.76,87.9,87.47,87.62,893400
TLT,2006-09-04,87.76,87.9,87.47,87.62,0
TLT,2006-09-05,87.26,87.64,87.16,87.51,2271300
TLT,2006-09-06,87.09,87.09,86.72,86.89,1853300
TLT,2006-09-07,87.26,87.32,86.74,86.93,1716100
TLT,2006-09-08,87.33,87.6,87.33,87.49,540300
TLT,2006-09-11,87.25,87.49,86.95,87.49,557600
TLT,2006-09-12,87.69,87.71,87.0,87.15,820800
TLT,2006-09-13,87.73,88.03,87.66,88.03,796900
TLT,2006-09-14,87.53,87.87,87.42,87.65,672800
TLT,2006-09-15,87.46,87.95,87.45,87.76,1047199
TLT,2006-09-18,87.4,87.4,86.97,86.97,871400
TLT,2006-09-19,88.3,88.3,87.84,87.86,1229500
TLT,2006-09-20,88.43,88.48,88.14,88.38,827400
TLT,2006-09-21,89.24,89.28,88.35,88.35,1698600
TLT,2006-09-22,89.61,89.7,89.32,89.32,1428600
TLT,2006-09-25,90.31,90.31,89.81,89.84,2607500
TLT,2006-09-26,89.93,90.1,89.82,90.0,2200000
TLT,2006-09-27,89.63,90.28,89.63,90.25,1165400
TLT,2006-09-28,89.52,89.59,89.27,89.43,1796800
TLT,2006-09-29,89.39,89.73,89.09,89.69,1398000
TLT,2006-10-02,89.3,89.45,88.97,89.1,1211900
TLT,2006-10-03,89.18,89.44,89.15,89.4,854900
TLT,2006-10-04,89.83,89.85,89.33,89.33,1155500
TLT,2006-10-05,89.2,89.54,88.95,89.54,1241600
