Date,Open,High,Low,Close,Adj Close,Volume
2016-02-25,13.900000,13.900000,13.900000,13.900000,13.679421,0
2016-02-26,13.900000,13.900000,13.900000,13.900000,13.679421,0
2016-02-29,13.960000,13.960000,13.960000,13.960000,13.738469,0
2016-03-01,14.410000,14.410000,14.410000,14.410000,14.181328,0
2016-03-02,14.560000,14.560000,14.560000,14.560000,14.328948,0
2016-03-03,14.700000,14.700000,14.700000,14.700000,14.466725,0
2016-03-04,14.880000,14.880000,14.880000,14.880000,14.643869,0
2016-03-07,14.890000,14.890000,14.890000,14.890000,14.653711,0
2016-03-08,14.710000,14.710000,14.710000,14.710000,14.476567,0
2016-03-09,14.820000,14.820000,14.820000,14.820000,14.584822,0
2016-03-10,14.820000,14.820000,14.820000,14.820000,14.584822,0
2016-03-11,15.130000,15.130000,15.130000,15.130000,14.889903,0
2016-03-14,15.140000,15.140000,15.140000,15.140000,14.899744,0
2016-03-15,14.890000,14.890000,14.890000,14.890000,14.653711,0
2016-03-16,15.060000,15.060000,15.060000,15.060000,14.821014,0
2016-03-17,15.400000,15.400000,15.400000,15.400000,15.155618,0
2016-03-18,15.580000,15.580000,15.580000,15.580000,15.332761,0
2016-03-21,15.580000,15.580000,15.580000,15.580000,15.332761,0
2016-03-22,15.530000,15.530000,15.530000,15.530000,15.283555,0
2016-03-23,15.280000,15.280000,15.280000,15.280000,15.037522,0
2016-03-24,15.200000,15.200000,15.200000,15.200000,14.958792,0
2016-03-28,15.220000,15.220000,15.220000,15.220000,14.978475,0
2016-03-29,15.380000,15.380000,15.380000,15.380000,15.135936,0
2016-03-30,15.590000,15.590000,15.590000,15.590000,15.342604,0
2016-03-31,15.570000,15.570000,15.570000,15.570000,15.322920,0
2016-04-01,15.520000,15.520000,15.520000,15.520000,15.273714,0
2016-04-04,15.400000,15.400000,15.400000,15.400000,15.155618,0
2016-04-05,15.140000,15.140000,15.140000,15.140000,14.899744,0
2016-04-06,15.240000,15.240000,15.240000,15.240000,14.998157,0
2016-04-07,15.090000,15.090000,15.090000,15.090000,14.850537,0
2016-04-08,15.310000,15.310000,15.310000,15.310000,15.067046,0
2016-04-11,15.490000,15.490000,15.490000,15.490000,15.244189,0
2016-04-12,15.690000,15.690000,15.690000,15.690000,15.441015,0
2016-04-13,15.950000,15.950000,15.950000,15.950000,15.696890,0
2016-04-14,15.920000,15.920000,15.920000,15.920000,15.667366,0
2016-04-15,15.900000,15.900000,15.900000,15.900000,15.647683,0
2016-04-18,15.930000,15.930000,15.930000,15.930000,15.677208,0
2016-04-19,16.059999,16.059999,16.059999,16.059999,15.805144,0
2016-04-20,16.010000,16.010000,16.010000,16.010000,15.755938,0
2016-04-21,15.980000,15.980000,15.980000,15.980000,15.726414,0
2016-04-22,15.930000,15.930000,15.930000,15.930000,15.677208,0
2016-04-25,15.760000,15.760000,15.760000,15.760000,15.509906,0
2016-04-26,15.870000,15.870000,15.870000,15.870000,15.618159,0
2016-04-27,15.940000,15.940000,15.940000,15.940000,15.687048,0
2016-04-28,15.830000,15.830000,15.830000,15.830000,15.578794,0
2016-04-29,15.800000,15.800000,15.800000,15.800000,15.549271,0
2016-05-02,15.810000,15.810000,15.810000,15.810000,15.559112,0
2016-05-03,15.440000,15.440000,15.440000,15.440000,15.194983,0
2016-05-04,15.310000,15.310000,15.310000,15.310000,15.067046,0
2016-05-05,15.320000,15.320000,15.320000,15.320000,15.076887,0
2016-05-06,15.320000,15.320000,15.320000,15.320000,15.076887,0
2016-05-09,15.240000,15.240000,15.240000,15.240000,14.998157,0
2016-05-10,15.460000,15.460000,15.460000,15.460000,15.214665,0
2016-05-11,15.440000,15.440000,15.440000,15.440000,15.194983,0
2016-05-12,15.390000,15.390000,15.390000,15.390000,15.145777,0
2016-05-13,15.200000,15.200000,15.200000,15.200000,14.958792,0
2016-05-16,15.370000,15.370000,15.370000,15.370000,15.126094,0
2016-05-17,15.320000,15.320000,15.320000,15.320000,15.076887,0
2016-05-18,15.220000,15.220000,15.220000,15.220000,14.978475,0
2016-05-19,15.010000,15.010000,15.010000,15.010000,14.771807,0
2016-05-20,15.140000,15.140000,15.140000,15.140000,14.899744,0
2016-05-23,15.130000,15.130000,15.130000,15.130000,14.889903,0
2016-05-24,15.260000,15.260000,15.260000,15.260000,15.017839,0
2016-05-25,15.420000,15.420000,15.420000,15.420000,15.175301,0
2016-05-26,15.500000,15.500000,15.500000,15.500000,15.254030,0
2016-05-27,15.600000,15.600000,15.600000,15.600000,15.352445,0
2016-05-31,15.670000,15.670000,15.670000,15.670000,15.421333,0
2016-06-01,15.680000,15.680000,15.680000,15.680000,15.431175,0
2016-06-02,15.760000,15.760000,15.760000,15.760000,15.509906,0
2016-06-03,15.900000,15.900000,15.900000,15.900000,15.647683,0
2016-06-06,16.059999,16.059999,16.059999,16.059999,15.805144,0
2016-06-07,16.260000,16.260000,16.260000,16.260000,16.001972,0
2016-06-08,16.389999,16.389999,16.389999,16.389999,16.129906,0
2016-06-09,16.260000,16.260000,16.260000,16.260000,16.001972,0
2016-06-10,15.910000,15.910000,15.910000,15.910000,15.657525,0
2016-06-13,15.650000,15.650000,15.650000,15.650000,15.401649,0
2016-06-14,15.560000,15.560000,15.560000,15.560000,15.313079,0
2016-06-15,15.690000,15.690000,15.690000,15.690000,15.441015,0
2016-06-16,15.620000,15.620000,15.620000,15.620000,15.372127,0
2016-06-17,15.660000,15.660000,15.660000,15.660000,15.411491,0
2016-06-20,15.900000,15.900000,15.900000,15.900000,15.647683,0
2016-06-21,15.990000,15.990000,15.990000,15.990000,15.736256,0
2016-06-22,16.110001,16.110001,16.110001,16.110001,15.854351,0
2016-06-23,16.350000,16.350000,16.350000,16.350000,16.090542,0
2016-06-24,15.650000,15.650000,15.650000,15.650000,15.401649,0
2016-06-27,15.410000,15.410000,15.410000,15.410000,15.165459,0
2016-06-28,15.800000,15.800000,15.800000,15.800000,15.549271,0
2016-06-29,16.160000,16.160000,16.160000,16.160000,15.903558,0
2016-06-30,16.420000,16.420000,16.420000,16.420000,16.159431,0
2016-07-01,16.500000,16.500000,16.500000,16.500000,16.238161,0
2016-07-05,16.280001,16.280001,16.280001,16.280001,16.021654,0
2016-07-06,16.209999,16.209999,16.209999,16.209999,15.952764,0
2016-07-07,16.280001,16.280001,16.280001,16.280001,16.021654,0
2016-07-08,16.510000,16.510000,16.510000,16.510000,16.248003,0
2016-07-11,16.700001,16.700001,16.700001,16.700001,16.434988,0
2016-07-12,16.889999,16.889999,16.889999,16.889999,16.621973,0
2016-07-13,16.900000,16.900000,16.900000,16.900000,16.631815,0
2016-07-14,17.040001,17.040001,17.040001,17.040001,16.769594,0
2016-07-15,17.040001,17.040001,17.040001,17.040001,16.769594,0
2016-07-18,17.129999,17.129999,17.129999,17.129999,16.858164,0
2016-07-19,17.070000,17.070000,17.070000,17.070000,16.799116,0
2016-07-20,17.160000,17.160000,17.160000,17.160000,16.887688,0
2016-07-21,17.100000,17.100000,17.100000,17.100000,16.828642,0
2016-07-22,17.200001,17.200001,17.200001,17.200001,16.927055,0
2016-07-25,17.100000,17.100000,17.100000,17.100000,16.828642,0
2016-07-26,17.180000,17.180000,17.180000,17.180000,16.907372,0
2016-07-27,17.200001,17.200001,17.200001,17.200001,16.927055,0
2016-07-28,17.209999,17.209999,17.209999,17.209999,16.936895,0
2016-07-29,17.230000,17.230000,17.230000,17.230000,16.956577,0
2016-08-01,17.250000,17.250000,17.250000,17.250000,16.976261,0
2016-08-02,17.110001,17.110001,17.110001,17.110001,16.838482,0
2016-08-03,17.129999,17.129999,17.129999,17.129999,16.858164,0
2016-08-04,17.260000,17.260000,17.260000,17.260000,16.986101,0
2016-08-05,17.469999,17.469999,17.469999,17.469999,17.192768,0
2016-08-08,17.610001,17.610001,17.610001,17.610001,17.330547,0
2016-08-09,17.700001,17.700001,17.700001,17.700001,17.419121,0
2016-08-10,17.690001,17.690001,17.690001,17.690001,17.409279,0
2016-08-11,17.860001,17.860001,17.860001,17.860001,17.576580,0
2016-08-12,17.830000,17.830000,17.830000,17.830000,17.547056,0
2016-08-15,17.930000,17.930000,17.930000,17.930000,17.645470,0
2016-08-16,17.920000,17.920000,17.920000,17.920000,17.635628,0
2016-08-17,17.910000,17.910000,17.910000,17.910000,17.625786,0
2016-08-18,17.980000,17.980000,17.980000,17.980000,17.694675,0
2016-08-19,17.870001,17.870001,17.870001,17.870001,17.586422,0
2016-08-22,17.760000,17.760000,17.760000,17.760000,17.478167,0
2016-08-23,17.690001,17.690001,17.690001,17.690001,17.409279,0
2016-08-24,17.610001,17.610001,17.610001,17.610001,17.330547,0
2016-08-25,17.580000,17.580000,17.580000,17.580000,17.301023,0
2016-08-26,17.620001,17.620001,17.620001,17.620001,17.340389,0
2016-08-29,17.700001,17.700001,17.700001,17.700001,17.419121,0
2016-08-30,17.680000,17.680000,17.680000,17.680000,17.399437,0
2016-08-31,17.570000,17.570000,17.570000,17.570000,17.291182,0
2016-09-01,17.650000,17.650000,17.650000,17.650000,17.369913,0
2016-09-02,17.900000,17.900000,17.900000,17.900000,17.615944,0
2016-09-06,18.299999,18.299999,18.299999,18.299999,18.009598,0
2016-09-07,18.299999,18.299999,18.299999,18.299999,18.009598,0
2016-09-08,18.299999,18.299999,18.299999,18.299999,18.009598,0
2016-09-09,17.660000,17.660000,17.660000,17.660000,17.379755,0
2016-09-12,17.709999,17.709999,17.709999,17.709999,17.428959,0
2016-09-13,17.370001,17.370001,17.370001,17.370001,17.094357,0
2016-09-14,17.370001,17.370001,17.370001,17.370001,17.094357,0
2016-09-15,17.580000,17.580000,17.580000,17.580000,17.301023,0
2016-09-16,17.480000,17.480000,17.480000,17.480000,17.202610,0
2016-09-19,17.570000,17.570000,17.570000,17.570000,17.291182,0
2016-09-20,17.510000,17.510000,17.510000,17.510000,17.232136,0
2016-09-21,17.790001,17.790001,17.790001,17.790001,17.507690,0
2016-09-22,18.040001,18.040001,18.040001,18.040001,17.753725,0
2016-09-23,17.870001,17.870001,17.870001,17.870001,17.586422,0
2016-09-26,17.670000,17.670000,17.670000,17.670000,17.389597,0
2016-09-27,17.930000,17.930000,17.930000,17.930000,17.645470,0
2016-09-28,18.030001,18.030001,18.030001,18.030001,17.743883,0
2016-09-29,17.860001,17.860001,17.860001,17.860001,17.576580,0
2016-09-30,17.900000,17.900000,17.900000,17.900000,17.615944,0
2016-10-03,18.030001,18.030001,18.030001,18.030001,17.743883,0
2016-10-04,17.959999,17.959999,17.959999,17.959999,17.674994,0
2016-10-05,18.129999,18.129999,18.129999,18.129999,17.842295,0
2016-10-06,18.080000,18.080000,18.080000,18.080000,17.793089,0
2016-10-07,18.030001,18.030001,18.030001,18.030001,17.743883,0
2016-10-10,18.100000,18.100000,18.100000,18.100000,17.812771,0
2016-10-11,17.820000,17.820000,17.820000,17.820000,17.537216,0
2016-10-12,17.799999,17.799999,17.799999,17.799999,17.517532,0
2016-10-13,17.580000,17.580000,17.580000,17.580000,17.301023,0
2016-10-14,17.650000,17.650000,17.650000,17.650000,17.369913,0
2016-10-17,17.600000,17.600000,17.600000,17.600000,17.320705,0
2016-10-18,17.900000,17.900000,17.900000,17.900000,17.615944,0
2016-10-19,17.959999,17.959999,17.959999,17.959999,17.674994,0
2016-10-20,17.950001,17.950001,17.950001,17.950001,17.665152,0
2016-10-21,17.889999,17.889999,17.889999,17.889999,17.606104,0
2016-10-24,18.040001,18.040001,18.040001,18.040001,17.753725,0
2016-10-25,18.049999,18.049999,18.049999,18.049999,17.763565,0
2016-10-26,17.870001,17.870001,17.870001,17.870001,17.586422,0
2016-10-27,17.760000,17.760000,17.760000,17.760000,17.478167,0
2016-10-28,17.639999,17.639999,17.639999,17.639999,17.360069,0
2016-10-31,17.620001,17.620001,17.620001,17.620001,17.340389,0
2016-11-01,17.450001,17.450001,17.450001,17.450001,17.173086,0
2016-11-02,17.230000,17.230000,17.230000,17.230000,16.956577,0
2016-11-03,17.129999,17.129999,17.129999,17.129999,16.858164,0
2016-11-04,17.080000,17.080000,17.080000,17.080000,16.808958,0
2016-11-07,17.530001,17.530001,17.530001,17.530001,17.251818,0
2016-11-08,17.690001,17.690001,17.690001,17.690001,17.409279,0
2016-11-09,17.420000,17.420000,17.420000,17.420000,17.143562,0
2016-11-10,16.879999,16.879999,16.879999,16.879999,16.612131,0
2016-11-11,16.450001,16.450001,16.450001,16.450001,16.188957,0
2016-11-14,16.139999,16.139999,16.139999,16.139999,15.883875,0
2016-11-15,16.219999,16.219999,16.219999,16.219999,15.962605,0
2016-11-16,16.270000,16.270000,16.270000,16.270000,16.011812,0
2016-11-17,16.280001,16.280001,16.280001,16.280001,16.021654,0
2016-11-18,16.260000,16.260000,16.260000,16.260000,16.001972,0
2016-11-21,16.360001,16.360001,16.360001,16.360001,16.100384,0
2016-11-22,16.520000,16.520000,16.520000,16.520000,16.257845,0
2016-11-23,16.450001,16.450001,16.450001,16.450001,16.188957,0
2016-11-25,16.450001,16.450001,16.450001,16.450001,16.188957,0
2016-11-28,16.549999,16.549999,16.549999,16.549999,16.287367,0
2016-11-29,16.469999,16.469999,16.469999,16.469999,16.208637,0
2016-11-30,16.500000,16.500000,16.500000,16.500000,16.238161,0
2016-12-01,16.260000,16.260000,16.260000,16.260000,16.001972,0
2016-12-02,16.160000,16.160000,16.160000,16.160000,15.903558,0
2016-12-05,16.260000,16.260000,16.260000,16.260000,16.001972,0
2016-12-06,16.340000,16.340000,16.340000,16.340000,16.080702,0
2016-12-07,16.490000,16.490000,16.490000,16.490000,16.228321,0
2016-12-08,16.639999,16.639999,16.639999,16.639999,16.375940,0
2016-12-09,16.650000,16.650000,16.650000,16.650000,16.385780,0
2016-12-12,16.520000,16.520000,16.520000,16.520000,16.257845,0
2016-12-13,16.370001,16.370001,16.370001,16.370001,16.341700,0
2016-12-14,16.120001,16.120001,16.120001,16.120001,16.092133,0
2016-12-15,15.980000,15.980000,15.980000,15.980000,15.952373,0
2016-12-16,15.910000,15.910000,15.910000,15.910000,15.882494,0
2016-12-19,15.810000,15.810000,15.810000,15.810000,15.782667,0
2016-12-20,15.840000,15.840000,15.840000,15.840000,15.812615,0
2016-12-21,15.840000,15.840000,15.840000,15.840000,15.812615,0
2016-12-22,15.740000,15.740000,15.740000,15.740000,15.712788,0
2016-12-23,15.780000,15.780000,15.780000,15.780000,15.752719,0
2016-12-27,15.820000,15.820000,15.820000,15.820000,15.792649,0
2016-12-28,15.890000,15.890000,15.890000,15.890000,15.862529,0
2016-12-29,16.120001,16.120001,16.120001,16.120001,16.092133,0
2016-12-30,16.080000,16.080000,16.080000,16.080000,16.052200,0
2017-01-03,16.320000,16.320000,16.320000,16.320000,16.291784,0
2017-01-04,16.420000,16.420000,16.420000,16.420000,16.391613,0
2017-01-05,16.629999,16.629999,16.629999,16.629999,16.601248,0
2017-01-06,16.610001,16.610001,16.610001,16.610001,16.581285,0
2017-01-09,16.570000,16.570000,16.570000,16.570000,16.541353,0
2017-01-10,16.750000,16.750000,16.750000,16.750000,16.721043,0
2017-01-11,16.860001,16.860001,16.860001,16.860001,16.830853,0
2017-01-12,16.910000,16.910000,16.910000,16.910000,16.880766,0
2017-01-13,16.930000,16.930000,16.930000,16.930000,16.900732,0
2017-01-17,16.940001,16.940001,16.940001,16.940001,16.910713,0
2017-01-18,16.910000,16.910000,16.910000,16.910000,16.880766,0
2017-01-19,16.900000,16.900000,16.900000,16.900000,16.870783,0
2017-01-20,16.969999,16.969999,16.969999,16.969999,16.940660,0
2017-01-23,17.150000,17.150000,17.150000,17.150000,17.120350,0
2017-01-24,17.320000,17.320000,17.320000,17.320000,17.290056,0
2017-01-25,17.430000,17.430000,17.430000,17.430000,17.399866,0
2017-01-26,17.459999,17.459999,17.459999,17.459999,17.429813,0
2017-01-27,17.490000,17.490000,17.490000,17.490000,17.459763,0
2017-01-30,17.370001,17.370001,17.370001,17.370001,17.339972,0
2017-01-31,17.320000,17.320000,17.320000,17.320000,17.290056,0
2017-02-01,17.459999,17.459999,17.459999,17.459999,17.429813,0
2017-02-02,17.510000,17.510000,17.510000,17.510000,17.479729,0
2017-02-03,17.639999,17.639999,17.639999,17.639999,17.609503,0
2017-02-06,17.670000,17.670000,17.670000,17.670000,17.639452,0
2017-02-07,17.629999,17.629999,17.629999,17.629999,17.599520,0
2017-02-08,17.709999,17.709999,17.709999,17.709999,17.679382,0
2017-02-09,17.740000,17.740000,17.740000,17.740000,17.709330,0
2017-02-10,17.809999,17.809999,17.809999,17.809999,17.779209,0
2017-02-13,17.910000,17.910000,17.910000,17.910000,17.879036,0
2017-02-14,17.850000,17.850000,17.850000,17.850000,17.819141,0
2017-02-15,17.940001,17.940001,17.940001,17.940001,17.908985,0
2017-02-16,17.940001,17.940001,17.940001,17.940001,17.908985,0
2017-02-17,17.889999,17.889999,17.889999,17.889999,17.859070,0
2017-02-21,18.070000,18.070000,18.070000,18.070000,18.038759,0
2017-02-22,18.129999,18.129999,18.129999,18.129999,18.098656,0
2017-02-23,18.100000,18.100000,18.100000,18.100000,18.068708,0
2017-02-24,17.920000,17.920000,17.920000,17.920000,17.889019,0
2017-02-27,17.809999,17.809999,17.809999,17.809999,17.779209,0
2017-02-28,17.709999,17.709999,17.709999,17.709999,17.679382,0
2017-03-01,17.900000,17.900000,17.900000,17.900000,17.869053,0
2017-03-02,17.660000,17.660000,17.660000,17.660000,17.629469,0
2017-03-03,17.700001,17.700001,17.700001,17.700001,17.669401,0
2017-03-06,17.700001,17.700001,17.700001,17.700001,17.669401,0
2017-03-07,17.730000,17.730000,17.730000,17.730000,17.699347,0
2017-03-08,17.620001,17.620001,17.620001,17.620001,17.589539,0
2017-03-09,17.420000,17.420000,17.420000,17.420000,17.389883,0
2017-03-10,17.590000,17.590000,17.590000,17.590000,17.559589,0
2017-03-13,17.820000,17.820000,17.820000,17.820000,17.789192,0
2017-03-14,17.770000,17.770000,17.770000,17.770000,17.739279,0
2017-03-15,18.040001,18.040001,18.040001,18.040001,18.008812,0
2017-03-16,18.240000,18.240000,18.240000,18.240000,18.208466,0
2017-03-17,18.290001,18.290001,18.290001,18.290001,18.258381,0
2017-03-20,18.490000,18.490000,18.490000,18.490000,18.458035,0
2017-03-21,18.299999,18.299999,18.299999,18.299999,18.268362,0
2017-03-22,18.360001,18.360001,18.360001,18.360001,18.328259,0
2017-03-23,18.360001,18.360001,18.360001,18.360001,18.328259,0
2017-03-24,18.440001,18.440001,18.440001,18.440001,18.408121,0
2017-03-27,18.430000,18.430000,18.430000,18.430000,18.398138,0
2017-03-28,18.490000,18.490000,18.490000,18.490000,18.458035,0
2017-03-29,18.610001,18.610001,18.610001,18.610001,18.577827,0
2017-03-30,18.530001,18.530001,18.530001,18.530001,18.497965,0
2017-03-31,18.420000,18.420000,18.420000,18.420000,18.388155,0
2017-04-03,18.530001,18.530001,18.530001,18.530001,18.497965,0
2017-04-04,18.559999,18.559999,18.559999,18.559999,18.527912,0
2017-04-05,18.500000,18.500000,18.500000,18.500000,18.468016,0
2017-04-06,18.459999,18.459999,18.459999,18.459999,18.428085,0
2017-04-07,18.440001,18.440001,18.440001,18.440001,18.408121,0
2017-04-10,18.360001,18.360001,18.360001,18.360001,18.328259,0
2017-04-11,18.320000,18.320000,18.320000,18.320000,18.288328,0
2017-04-12,18.330000,18.330000,18.330000,18.330000,18.298311,0
2017-04-13,18.280001,18.280001,18.280001,18.280001,18.248398,0
2017-04-17,18.420000,18.420000,18.420000,18.420000,18.388155,0
2017-04-18,18.299999,18.299999,18.299999,18.299999,18.268362,0
2017-04-19,18.209999,18.209999,18.209999,18.209999,18.178516,0
2017-04-20,18.420000,18.420000,18.420000,18.420000,18.388155,0
2017-04-21,18.440001,18.440001,18.440001,18.440001,18.408121,0
2017-04-24,18.670000,18.670000,18.670000,18.670000,18.637722,0
2017-04-25,18.889999,18.889999,18.889999,18.889999,18.857342,0
2017-04-26,18.840000,18.840000,18.840000,18.840000,18.807428,0
2017-04-27,18.820000,18.820000,18.820000,18.820000,18.787462,0
2017-04-28,18.850000,18.850000,18.850000,18.850000,18.817411,0
2017-05-01,18.879999,18.879999,18.879999,18.879999,18.847359,0
2017-05-02,19.080000,19.080000,19.080000,19.080000,19.047014,0
2017-05-03,19.049999,19.049999,19.049999,19.049999,19.017065,0
2017-05-04,18.910000,18.910000,18.910000,18.910000,18.877308,0
2017-05-05,18.969999,18.969999,18.969999,18.969999,18.937202,0
2017-05-08,18.959999,18.959999,18.959999,18.959999,18.927221,0
2017-05-09,19.049999,19.049999,19.049999,19.049999,19.017065,0
2017-05-10,19.160000,19.160000,19.160000,19.160000,19.126875,0
2017-05-11,19.240000,19.240000,19.240000,19.240000,19.206738,0
2017-05-12,19.330000,19.330000,19.330000,19.330000,19.296581,0
2017-05-15,19.549999,19.549999,19.549999,19.549999,19.516201,0
2017-05-16,19.650000,19.650000,19.650000,19.650000,19.616028,0
2017-05-17,19.330000,19.330000,19.330000,19.330000,19.296581,0
2017-05-18,18.889999,18.889999,18.889999,18.889999,18.857342,0
2017-05-19,19.240000,19.240000,19.240000,19.240000,19.206738,0
2017-05-22,19.309999,19.309999,19.309999,19.309999,19.276615,0
2017-05-23,19.280001,19.280001,19.280001,19.280001,19.246668,0
2017-05-24,19.360001,19.360001,19.360001,19.360001,19.326530,0
2017-05-25,19.469999,19.469999,19.469999,19.469999,19.436338,0
2017-05-26,19.570000,19.570000,19.570000,19.570000,19.536167,0
2017-05-30,19.389999,19.389999,19.389999,19.389999,19.356478,0
2017-05-31,19.340000,19.340000,19.340000,19.340000,19.306564,0
2017-06-01,19.440001,19.440001,19.440001,19.440001,19.406391,0
2017-06-02,19.510000,19.510000,19.510000,19.510000,19.476271,0
2017-06-05,19.549999,19.549999,19.549999,19.549999,19.516201,0
2017-06-06,19.520000,19.520000,19.520000,19.520000,19.486254,0
2017-06-07,19.540001,19.540001,19.540001,19.540001,19.506220,0
2017-06-08,19.620001,19.620001,19.620001,19.620001,19.586081,0
2017-06-09,19.530001,19.530001,19.530001,19.530001,19.496237,0
2017-06-12,19.410000,19.410000,19.410000,19.410000,19.376444,0
2017-06-13,19.480000,19.480000,19.480000,19.480000,19.446321,0
2017-06-14,19.500000,19.500000,19.500000,19.500000,19.466288,0
2017-06-15,19.290001,19.290001,19.290001,19.290001,19.256651,0
2017-06-16,19.299999,19.299999,19.299999,19.299999,19.266632,0
2017-06-19,19.530001,19.530001,19.530001,19.530001,19.496237,0
2017-06-20,19.330000,19.330000,19.330000,19.330000,19.296581,0
2017-06-21,19.290001,19.290001,19.290001,19.290001,19.256651,0
2017-06-22,19.340000,19.340000,19.340000,19.340000,19.306564,0
2017-06-23,19.410000,19.410000,19.410000,19.410000,19.376444,0
2017-06-26,19.540001,19.540001,19.540001,19.540001,19.506220,0
2017-06-27,19.420000,19.420000,19.420000,19.420000,19.386427,0
2017-06-28,19.540001,19.540001,19.540001,19.540001,19.506220,0
2017-06-29,19.430000,19.430000,19.430000,19.430000,19.396410,0
2017-06-30,19.559999,19.559999,19.559999,19.559999,19.526184,0
2017-07-03,19.629999,19.629999,19.629999,19.629999,19.596062,0
2017-07-05,19.620001,19.620001,19.620001,19.620001,19.586081,0
2017-07-06,19.500000,19.500000,19.500000,19.500000,19.466288,0
2017-07-07,19.559999,19.559999,19.559999,19.559999,19.526184,0
2017-07-10,19.670000,19.670000,19.670000,19.670000,19.635994,0
2017-07-11,19.840000,19.840000,19.840000,19.840000,19.805700,0
2017-07-12,20.120001,20.120001,20.120001,20.120001,20.085217,0
2017-07-13,20.309999,20.309999,20.309999,20.309999,20.274887,0
2017-07-14,20.490000,20.490000,20.490000,20.490000,20.454576,0
2017-07-17,20.410000,20.410000,20.410000,20.410000,20.374714,0
2017-07-18,20.469999,20.469999,20.469999,20.469999,20.434610,0
2017-07-19,20.610001,20.610001,20.610001,20.610001,20.574369,0
2017-07-20,20.610001,20.610001,20.610001,20.610001,20.574369,0
2017-07-21,20.580000,20.580000,20.580000,20.580000,20.544420,0
2017-07-24,20.670000,20.670000,20.670000,20.670000,20.634266,0
2017-07-25,20.570000,20.570000,20.570000,20.570000,20.534437,0
2017-07-26,20.639999,20.639999,20.639999,20.639999,20.604317,0
2017-07-27,20.660000,20.660000,20.660000,20.660000,20.624283,0
2017-07-28,20.610001,20.610001,20.610001,20.610001,20.574369,0
2017-07-31,20.620001,20.620001,20.620001,20.620001,20.584352,0
2017-08-01,20.730000,20.730000,20.730000,20.730000,20.694160,0
2017-08-02,20.770000,20.770000,20.770000,20.770000,20.734093,0
2017-08-03,20.549999,20.549999,20.549999,20.549999,20.514471,0
2017-08-04,20.620001,20.620001,20.620001,20.620001,20.584352,0
2017-08-07,20.809999,20.809999,20.809999,20.809999,20.774023,0
2017-08-08,20.850000,20.850000,20.850000,20.850000,20.813953,0
2017-08-09,20.680000,20.680000,20.680000,20.680000,20.644249,0
2017-08-10,20.280001,20.280001,20.280001,20.280001,20.244940,0
2017-08-11,20.280001,20.280001,20.280001,20.280001,20.244940,0
2017-08-14,20.660000,20.660000,20.660000,20.660000,20.624283,0
2017-08-15,20.570000,20.570000,20.570000,20.570000,20.534437,0
2017-08-16,20.830000,20.830000,20.830000,20.830000,20.793989,0
2017-08-17,20.629999,20.629999,20.629999,20.629999,20.594334,0
